,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
115,"frozenset({'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Long-Sleeve Logo Jersey, L'})",0.02279446828803052,0.051979017644253694,0.020759815609601016,0.910739191073919,17.52128517139457,0.019574981540266097,10.620797567954206,0.9649214320069327
158,"frozenset({'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Red'})",0.02279446828803052,0.09801303449372119,0.020759815609601016,0.910739191073919,9.29202116614665,0.018525660603020248,10.105072722937516,0.9131966189173588
152,"frozenset({'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Blue'})",0.02279446828803052,0.09823557463042441,0.020728024161500557,0.909344490934449,9.256773774221067,0.018488796470830893,9.947155276769003,0.9127772741479843
394,"frozenset({'Sport-100 Helmet, Red', 'Sport-100 Helmet, Black'})","frozenset({'Sport-100 Helmet, Blue', 'AWC Logo Cap', 'Long-Sleeve Logo Jersey, L'})",0.025178826895565092,0.02638690192338261,0.02276267683993006,0.9040404040404041,34.26095290251917,0.022098285604090953,10.14607333785107,0.9958875335531677
387,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Red'})","frozenset({'Sport-100 Helmet, Black', 'AWC Logo Cap', 'Long-Sleeve Logo Jersey, L'})",0.025210618343665555,0.026037195994277538,0.02276267683993006,0.9029003783102143,34.67732771641977,0.02210626302897911,10.030551994500485,0.9962795376804364
85,"frozenset({'Sport-100 Helmet, Blue', 'Long-Sleeve Logo Jersey, M'})",frozenset({'AWC Logo Cap'}),0.02317596566523605,0.10751867747575902,0.020918772850103323,0.9026063100137175,8.394879208007534,0.018426923672553542,9.163646255213692,0.9017793708366941
169,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Black'})","frozenset({'Sport-100 Helmet, Red'})",0.02695914798919091,0.09801303449372119,0.024320457796852647,0.9021226415094339,9.204108883775298,0.021678109895066744,9.21548128613643,0.9160487658105465
233,"frozenset({'Sport-100 Helmet, Black', 'AWC Logo Cap', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Sport-100 Helmet, Red'})",0.026037195994277538,0.09801303449372119,0.023430297250039738,0.8998778998778999,9.181206403068225,0.020878312660932836,9.00886981402003,0.9149033701272508
151,"frozenset({'Sport-100 Helmet, Blue', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Black'})",0.02317596566523605,0.09559688443808616,0.020728024161500557,0.8943758573388204,9.355700895441501,0.018512474050059933,8.562465860319946,0.9143031580536297
163,"frozenset({'Sport-100 Helmet, Blue', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Red'})",0.02317596566523605,0.09801303449372119,0.020728024161500557,0.8943758573388204,9.125070578200647,0.01845647743932848,8.539590881221791,0.9115375699483541
121,"frozenset({'Sport-100 Helmet, Blue', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Long-Sleeve Logo Jersey, L'})",0.02317596566523605,0.051979017644253694,0.020696232713400094,0.8930041152263375,17.18008834522596,0.01949156878516417,8.860349950478708,0.9641379086925885
133,"frozenset({'Sport-100 Helmet, Blue', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Sport-100 Helmet, Black'})",0.02877126053091718,0.09559688443808616,0.02565569861707201,0.8917127071823205,9.327842768347153,0.022905255748959852,8.351885914117682,0.9192418222711667
379,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Black', 'AWC Logo Cap'})","frozenset({'Sport-100 Helmet, Red', 'Long-Sleeve Logo Jersey, L'})",0.025560324272770624,0.026577650611985377,0.02276267683993006,0.8905472636815921,33.507373419981434,0.022083343471879312,8.89354055577232,0.9956037779076716
320,"frozenset({'Sport-100 Helmet, Red', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, L'})",0.022603719599427755,0.027976474328405658,0.020123986647591796,0.8902953586497889,31.82300057537399,0.019491614266491927,8.860368291698755,0.9909759296461961
278,"frozenset({'Sport-100 Helmet, Red', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Black', 'AWC Logo Cap'})",0.022603719599427755,0.03140995072325545,0.020123986647591796,0.8902953586497889,28.344372982114482,0.019414004928811488,8.829070833791855,0.9870301822850187
80,"frozenset({'AWC Logo Cap', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Black'})",0.023557463042441582,0.09559688443808616,0.020950564298203782,0.8893387314439946,9.303009576844312,0.01869854422608101,8.172715958919243,0.9140403762234243
38,frozenset({'Road Bottle Cage'}),frozenset({'Water Bottle - 30 oz.'}),0.054426959147989194,0.14903830869496107,0.04835479256080114,0.8884345794392522,5.961115549543873,0.04024309062197509,7.627468144053533,0.8801500551414557
86,"frozenset({'AWC Logo Cap', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Blue'})",0.023557463042441582,0.09823557463042441,0.020918772850103323,0.8879892037786775,9.039385244290713,0.018604591931294087,8.050692038540431,0.9108298483924541
224,"frozenset({'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Sport-100 Helmet, Blue', 'AWC Logo Cap'})",0.027976474328405658,0.03214115402956605,0.024829120966460023,0.8875000000000001,27.61257418397626,0.023929924795866538,8.603189741959417,0.9915239597848745
364,"frozenset({'Sport-100 Helmet, Red', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Black'})",0.022603719599427755,0.02695914798919091,0.020060403751390878,0.8874824191279888,32.91952770480057,0.01945102672960373,8.647900572246067,0.9920468421189369
336,"frozenset({'Sport-100 Helmet, Red', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Blue', 'Long-Sleeve Logo Jersey, L'})",0.022603719599427755,0.02877126053091718,0.020060403751390878,0.8874824191279888,30.846143086929157,0.01941006624582794,8.631795422031473,0.9899577637815147
208,"frozenset({'Sport-100 Helmet, Red', 'Long-Sleeve Logo Jersey, M'})","frozenset({'AWC Logo Cap', 'Long-Sleeve Logo Jersey, L'})",0.022603719599427755,0.03725957717374027,0.020060403751390878,0.8874824191279888,23.81890741780792,0.019218198716562412,8.556355507868384,0.9801720810430637
377,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Sport-100 Helmet, Red', 'AWC Logo Cap'})",0.02565569861707201,0.030360832935940232,0.02276267683993006,0.8872366790582403,29.223067790342355,0.0219837484603623,8.598887998029623,0.9912106598040974
180,"frozenset({'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, M'})","frozenset({'AWC Logo Cap', 'Long-Sleeve Logo Jersey, L'})",0.02279446828803052,0.03725957717374027,0.02021936099189318,0.8870292887029289,23.806745969411796,0.019370048741580933,8.52203559464726,0.9803414616779428
350,"frozenset({'Sport-100 Helmet, Red', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Black'})",0.026577650611985377,0.02695914798919091,0.023557463042441582,0.8863636363636362,32.87802851629502,0.02284095222638806,8.562759497695112,0.9960574170051946
246,"frozenset({'Sport-100 Helmet, Blue', 'AWC Logo Cap', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Sport-100 Helmet, Red'})",0.02638690192338261,0.09801303449372119,0.023366714353838816,0.8855421686746987,9.034942885391713,0.02078045402543988,7.880517698633798,0.9134209634874358
308,"frozenset({'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Blue', 'Long-Sleeve Logo Jersey, L'})",0.02279446828803052,0.02877126053091718,0.02015577809569226,0.8842398884239888,30.733442751797316,0.019499952509913602,8.39001212288352,0.9900293474532802
322,"frozenset({'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Red', 'Long-Sleeve Logo Jersey, L'})",0.02279446828803052,0.026577650611985377,0.020123986647591796,0.8828451882845187,33.21757822666213,0.01951816323354654,8.308855053704834,0.9925194095703822
280,"frozenset({'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Red', 'AWC Logo Cap'})",0.02279446828803052,0.030360832935940232,0.020123986647591796,0.8828451882845187,29.078424499989044,0.019431927604035313,8.27656289029679,0.9881342358702613
92,"frozenset({'AWC Logo Cap', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Red'})",0.023557463042441582,0.09801303449372119,0.02079160705770148,0.882591093117409,9.004833874151185,0.01848266861993809,7.6824407062086575,0.9103951340362373
236,"frozenset({'Sport-100 Helmet, Red', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Sport-100 Helmet, Black', 'AWC Logo Cap'})",0.026577650611985377,0.03140995072325545,0.023430297250039738,0.881578947368421,28.06686820796931,0.02259549455397738,8.179204860559173,0.9907013155912849
266,"frozenset({'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Blue', 'AWC Logo Cap'})",0.02279446828803052,0.03214115402956605,0.020092195199491337,0.8814504881450488,27.424357175670135,0.01935955468322369,8.16417403012707,0.9860116760600618
365,"frozenset({'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Red'})",0.02279446828803052,0.025210618343665555,0.020060403751390878,0.8800557880055788,34.90813973734613,0.019485741111034554,8.127023100553394,0.9940113462390952
55,"frozenset({'AWC Logo Cap', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Long-Sleeve Logo Jersey, L'})",0.023557463042441582,0.051979017644253694,0.020728024161500557,0.8798920377867747,16.927831222374923,0.019503530374363632,7.893073572197848,0.9636262774195017
252,"frozenset({'Sport-100 Helmet, Red', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Sport-100 Helmet, Blue', 'AWC Logo Cap'})",0.026577650611985377,0.03214115402956605,0.023366714353838816,0.8791866028708133,27.353921457271444,0.022512477991775005,8.011188071596852,0.9897473290893809
382,"frozenset({'Sport-100 Helmet, Black', 'AWC Logo Cap', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Red'})",0.026037195994277538,0.025210618343665555,0.02276267683993006,0.8742368742368742,34.67732771641977,0.02210626302897911,7.750995180354737,0.9971250549796821
347,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Black'})","frozenset({'Sport-100 Helmet, Red', 'Long-Sleeve Logo Jersey, L'})",0.02695914798919091,0.026577650611985377,0.023557463042441582,0.8738207547169811,32.878028516295025,0.02284095222638806,7.714599554028373,0.9964479384219966
306,"frozenset({'Sport-100 Helmet, Blue', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, L'})",0.02317596566523605,0.027976474328405658,0.02015577809569226,0.8696844993141291,31.086279461279467,0.019507396287222773,7.459001581206241,0.9907940767187995
140,"frozenset({'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Sport-100 Helmet, Red'})",0.027976474328405658,0.09801303449372119,0.024256874900651725,0.8670454545454546,8.846226004776929,0.021514815757288995,6.784175467055773,0.9124855730435332
264,"frozenset({'Sport-100 Helmet, Blue', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Black', 'AWC Logo Cap'})",0.02317596566523605,0.03140995072325545,0.020092195199491337,0.8669410150891633,27.600839706102864,0.019364239259982412,7.2794035662138885,0.9866354474872638
362,"frozenset({'Sport-100 Helmet, Blue', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Red', 'Sport-100 Helmet, Black'})",0.02317596566523605,0.025178826895565092,0.020060403751390878,0.8655692729766805,34.376870557426116,0.019476860123768338,7.251475869317692,0.9939463400911879
334,"frozenset({'Sport-100 Helmet, Blue', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Red', 'Long-Sleeve Logo Jersey, L'})",0.02317596566523605,0.026577650611985377,0.020060403751390878,0.8655692729766805,32.56756158071948,0.019444441033344865,7.241070333712892,0.9922919237185933
194,"frozenset({'Sport-100 Helmet, Blue', 'Long-Sleeve Logo Jersey, M'})","frozenset({'AWC Logo Cap', 'Long-Sleeve Logo Jersey, L'})",0.02317596566523605,0.03725957717374027,0.020060403751390878,0.8655692729766805,23.23078624699785,0.01919687707011106,7.16160988000351,0.9796581986915072
291,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Black'})","frozenset({'Sport-100 Helmet, Red', 'AWC Logo Cap'})",0.02695914798919091,0.030360832935940232,0.023334922905738357,0.8655660377358491,28.509298132964535,0.022516420717543242,7.2127545058800235,0.991657978544738
53,frozenset({'Touring Tire'}),frozenset({'Touring Tire Tube'}),0.029725003973931012,0.047305674773485934,0.02568749006517247,0.8641711229946524,18.26781093669139,0.02428132869454111,7.013930662100712,0.9742175233250716
222,"frozenset({'Sport-100 Helmet, Blue', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Sport-100 Helmet, Black', 'AWC Logo Cap'})",0.02877126053091718,0.03140995072325545,0.024829120966460023,0.8629834254143647,27.474841747377365,0.02392541709093797,7.069145117705275,0.992148426940156
375,"frozenset({'Sport-100 Helmet, Blue', 'AWC Logo Cap', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Sport-100 Helmet, Red', 'Sport-100 Helmet, Black'})",0.02638690192338261,0.025178826895565092,0.02276267683993006,0.8626506024096385,34.260952902519165,0.022098285604090953,7.097382225234043,0.9971232470641889
182,"frozenset({'AWC Logo Cap', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, L'})",0.023557463042441582,0.027976474328405658,0.02021936099189318,0.8582995951417004,30.679333824070667,0.01956030623184395,6.859708881168109,0.9907441877037206
390,"frozenset({'Sport-100 Helmet, Red', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Black', 'AWC Logo Cap'})",0.026577650611985377,0.025560324272770624,0.02276267683993006,0.8564593301435406,33.50737341998143,0.022083343471879312,6.78859640756636,0.9966442861180328
281,"frozenset({'AWC Logo Cap', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Red', 'Sport-100 Helmet, Black'})",0.023557463042441582,0.025178826895565092,0.020123986647591796,0.854251012145749,33.92735553919764,0.019530837363547486,6.688356382133205,0.9939399634666499
267,"frozenset({'AWC Logo Cap', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Black'})",0.023557463042441582,0.02695914798919091,0.020092195199491337,0.8529014844804319,31.63681154991979,0.01945710606708026,6.614892397614769,0.9917544714281122
210,"frozenset({'AWC Logo Cap', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Red', 'Long-Sleeve Logo Jersey, L'})",0.023557463042441582,0.026577650611985377,0.020060403751390878,0.8515519568151149,32.040151676578276,0.019434301729344107,6.557326917241087,0.9921619806760742
196,"frozenset({'AWC Logo Cap', 'Long-Sleeve Logo Jersey, M'})","frozenset({'Sport-100 Helmet, Blue', 'Long-Sleeve Logo Jersey, L'})",0.023557463042441582,0.02877126053091718,0.020060403751390878,0.8515519568151149,29.597311383004907,0.019382625844749337,6.542549963150829,0.9895238180743626
145,"frozenset({'Sport-100 Helmet, Blue', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Sport-100 Helmet, Red'})",0.02877126053091718,0.09801303449372119,0.024320457796852647,0.845303867403315,8.624402578388347,0.021500499246008022,5.830701455594162,0.9102386530171261
388,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Black'})","frozenset({'Sport-100 Helmet, Red', 'AWC Logo Cap', 'Long-Sleeve Logo Jersey, L'})",0.02695914798919091,0.024225083452551265,0.02276267683993006,0.8443396226415094,34.853940722032384,0.02210958923008223,6.26861461539573,0.9982200004271122
351,"frozenset({'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Red'})",0.027976474328405658,0.025210618343665555,0.023557463042441582,0.8420454545454545,33.400428464977644,0.02285215882554679,6.171328459407009,0.9979802326749007
238,"frozenset({'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Sport-100 Helmet, Red', 'AWC Logo Cap'})",0.027976474328405658,0.030360832935940232,0.023430297250039738,0.8375,27.58488219895288,0.022580908186818394,5.967010258855753,0.9914865574010568
272,"frozenset({'Sport-100 Helmet, Red', 'Sport-100 Helmet, Black', 'AWC Logo Cap'})","frozenset({'Long-Sleeve Logo Jersey, M'})",0.02406612621204896,0.03872198378636147,0.020123986647591796,0.8361955085865257,21.59485198898946,0.01919209849860831,5.868447244142936,0.9772103343410612
34,frozenset({'Mountain Bottle Cage'}),frozenset({'Water Bottle - 30 oz.'}),0.06437768240343347,0.14903830869496107,0.053791130185979974,0.8355555555555556,5.606313993174061,0.044196389282870896,5.174767041719833,0.8781638362938383
314,"frozenset({'Sport-100 Helmet, Red', 'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Long-Sleeve Logo Jersey, M'})",0.024256874900651725,0.03872198378636147,0.020123986647591796,0.8296199213630405,21.425036639141574,0.01918471233098096,5.641962510546198,0.977025212430119
60,"frozenset({'Sport-100 Helmet, Black', 'AWC Logo Cap'})","frozenset({'Long-Sleeve Logo Jersey, L'})",0.03140995072325545,0.051979017644253694,0.026037195994277538,0.8289473684210525,15.94773056494447,0.024404537611428304,5.542276512233591,0.9676902565930039
202,"frozenset({'Sport-100 Helmet, Red', 'AWC Logo Cap', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Long-Sleeve Logo Jersey, M'})",0.024225083452551265,0.03872198378636147,0.020060403751390878,0.8280839895013123,21.385371009658275,0.019122360462717935,5.591556094311394,0.9769046592648025
328,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Red', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Long-Sleeve Logo Jersey, M'})",0.024320457796852647,0.03872198378636147,0.020060403751390878,0.8248366013071896,21.3015068096204,0.01911866737890426,5.487893152264431,0.9768114662291851
356,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Red', 'Sport-100 Helmet, Black'})","frozenset({'Long-Sleeve Logo Jersey, M'})",0.024320457796852647,0.03872198378636147,0.020060403751390878,0.8248366013071896,21.3015068096204,0.01911866737890426,5.487893152264431,0.9768114662291851
156,"frozenset({'Sport-100 Helmet, Red', 'Sport-100 Helmet, Black'})","frozenset({'Long-Sleeve Logo Jersey, M'})",0.025178826895565092,0.03872198378636147,0.020759815609601016,0.8244949494949495,21.292683609493952,0.019784841482791343,5.4772099916633215,0.9776516324601497
162,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Red'})","frozenset({'Long-Sleeve Logo Jersey, M'})",0.025210618343665555,0.03872198378636147,0.020728024161500557,0.8221941992433796,21.233266450903532,0.01975181900675299,5.406336644378832,0.9775486973944687
66,"frozenset({'Sport-100 Helmet, Blue', 'AWC Logo Cap'})","frozenset({'Long-Sleeve Logo Jersey, L'})",0.03214115402956605,0.051979017644253694,0.02638690192338261,0.820969337289812,15.794244956850788,0.02471623631097312,5.295299520230162,0.9677917424526644
348,"frozenset({'Sport-100 Helmet, Blue', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Sport-100 Helmet, Red', 'Sport-100 Helmet, Black'})",0.02877126053091718,0.025178826895565092,0.023557463042441582,0.8187845303867404,32.51877197388247,0.022833036453966414,5.379348546704352,0.9979611309527754
98,"frozenset({'Sport-100 Helmet, Black', 'AWC Logo Cap'})","frozenset({'Sport-100 Helmet, Blue'})",0.03140995072325545,0.09823557463042441,0.025560324272770624,0.8137651821862347,8.2838135293424,0.02247474971435831,4.842082892745327,0.9077964952537343
391,"frozenset({'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Red', 'AWC Logo Cap'})",0.027976474328405658,0.024002543315848036,0.02276267683993006,0.8136363636363636,33.897922937989165,0.02209117030303779,5.237059523671058,0.9984322825545754
250,"frozenset({'Sport-100 Helmet, Blue', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Sport-100 Helmet, Red', 'AWC Logo Cap'})",0.02877126053091718,0.030360832935940232,0.023366714353838816,0.8121546961325967,26.75007954644066,0.022493194919503228,5.161902624664554,0.9911330817105893
318,"frozenset({'Sport-100 Helmet, Red', 'Sport-100 Helmet, Black'})","frozenset({'Long-Sleeve Logo Jersey, L', 'Long-Sleeve Logo Jersey, M'})",0.025178826895565092,0.021363853123509777,0.020123986647591796,0.7992424242424242,37.410967938311686,0.019586069887972665,4.874715901422516,0.9984086290144211
276,"frozenset({'Sport-100 Helmet, Red', 'Sport-100 Helmet, Black'})","frozenset({'AWC Logo Cap', 'Long-Sleeve Logo Jersey, M'})",0.025178826895565092,0.023557463042441582,0.020123986647591796,0.7992424242424242,33.92735553919764,0.019530837363547486,4.863789240694253,0.9955931265014737
72,"frozenset({'Sport-100 Helmet, Red', 'AWC Logo Cap'})","frozenset({'Long-Sleeve Logo Jersey, L'})",0.030360832935940232,0.051979017644253694,0.024225083452551265,0.7979057591623037,15.35053556847111,0.022646957181679788,4.690984653625584,0.9641274041564476
363,"frozenset({'Sport-100 Helmet, Red', 'Sport-100 Helmet, Black'})","frozenset({'Sport-100 Helmet, Blue', 'Long-Sleeve Logo Jersey, M'})",0.025178826895565092,0.02317596566523605,0.020060403751390878,0.7967171717171718,34.37687055742612,0.019476860123768338,4.8052461813238105,0.9959884957649883
332,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Red'})","frozenset({'Long-Sleeve Logo Jersey, L', 'Long-Sleeve Logo Jersey, M'})",0.025210618343665555,0.021363853123509777,0.020060403751390878,0.7957124842370744,37.245738380471984,0.019521807803943945,4.790484348599116,0.998319543768512
360,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Red'})","frozenset({'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, M'})",0.025210618343665555,0.02279446828803052,0.020060403751390878,0.7957124842370744,34.908139737346126,0.019485741111034554,4.783481399059209,0.9964751405876104
97,"frozenset({'Sport-100 Helmet, Blue', 'AWC Logo Cap'})","frozenset({'Sport-100 Helmet, Black'})",0.03214115402956605,0.09559688443808616,0.025560324272770624,0.7952522255192878,8.318809030166012,0.022487730085299473,4.417157245570506,0.9090070194945651
103,"frozenset({'Sport-100 Helmet, Red', 'AWC Logo Cap'})","frozenset({'Sport-100 Helmet, Black'})",0.030360832935940232,0.09559688443808616,0.02406612621204896,0.7926701570680628,8.291799065705325,0.02116372517442784,4.36214634021024,0.9069341880156789
385,"frozenset({'Sport-100 Helmet, Blue', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Sport-100 Helmet, Red', 'Sport-100 Helmet, Black', 'AWC Logo Cap'})",0.02877126053091718,0.02406612621204896,0.02276267683993006,0.7911602209944751,32.874431639869506,0.022070264052713263,4.673122517344422,0.9983036783732135
110,"frozenset({'Sport-100 Helmet, Red', 'AWC Logo Cap'})","frozenset({'Sport-100 Helmet, Blue'})",0.030360832935940232,0.09823557463042441,0.024002543315848036,0.7905759162303665,8.047755807451837,0.02102002944612763,4.305925131139723,0.9031625230702421
223,"frozenset({'Sport-100 Helmet, Black', 'AWC Logo Cap'})","frozenset({'Sport-100 Helmet, Blue', 'Long-Sleeve Logo Jersey, L'})",0.03140995072325545,0.02877126053091718,0.024829120966460023,0.7904858299595141,27.47484174737737,0.02392541709093797,4.635623162296877,0.9948512962556788
258,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Black', 'AWC Logo Cap'})","frozenset({'Long-Sleeve Logo Jersey, M'})",0.025560324272770624,0.03872198378636147,0.020092195199491337,0.7860696517412935,20.300345562826262,0.01910244873742697,4.493415843231193,0.975678411384352
300,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Long-Sleeve Logo Jersey, M'})",0.02565569861707201,0.03872198378636147,0.02015577809569226,0.785625774473358,20.28888237771714,0.01916233854981422,4.484111902222,0.9757453515114534
126,"frozenset({'Sport-100 Helmet, Red', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Long-Sleeve Logo Jersey, M'})",0.026577650611985377,0.03872198378636147,0.020696232713400094,0.7787081339712918,20.110233459825107,0.019667093357323216,4.343937413808657,0.9762196991326278
174,"frozenset({'Sport-100 Helmet, Black', 'AWC Logo Cap', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Long-Sleeve Logo Jersey, M'})",0.026037195994277538,0.03872198378636147,0.02021936099189318,0.7765567765567766,20.054674389649758,0.01921114911076045,4.30211308895612,0.9755365496751879
221,"frozenset({'Sport-100 Helmet, Blue', 'AWC Logo Cap'})","frozenset({'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, L'})",0.03214115402956605,0.027976474328405658,0.024829120966460023,0.7725024727992087,27.61257418397626,0.023929924795866538,4.272677323712965,0.9957904700572374
235,"frozenset({'Sport-100 Helmet, Red', 'AWC Logo Cap'})","frozenset({'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, L'})",0.030360832935940232,0.027976474328405658,0.023430297250039738,0.7717277486910994,27.584882198952876,0.022580908186818394,4.258176454203542,0.9939246390995842
251,"frozenset({'Sport-100 Helmet, Red', 'AWC Logo Cap'})","frozenset({'Sport-100 Helmet, Blue', 'Long-Sleeve Logo Jersey, L'})",0.030360832935940232,0.02877126053091718,0.023366714353838816,0.7696335078534031,26.75007954644066,0.022493194919503228,4.2160156645135185,0.9927578900412625
150,"frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Black'})","frozenset({'Long-Sleeve Logo Jersey, M'})",0.02695914798919091,0.03872198378636147,0.020728024161500557,0.7688679245283019,19.85610883911144,0.019684112470168987,4.158998764026355,0.975948402677041
294,"frozenset({'Sport-100 Helmet, Red', 'AWC Logo Cap'})","frozenset({'Sport-100 Helmet, Blue', 'Sport-100 Helmet, Black'})",0.030360832935940232,0.02695914798919091,0.023334922905738357,0.768586387434555,28.509298132964535,0.022516420717543242,4.204769292625895,0.9951369098137312
104,"frozenset({'Sport-100 Helmet, Black', 'AWC Logo Cap'})","frozenset({'Sport-100 Helmet, Red'})",0.03140995072325545,0.09801303449372119,0.02406612621204896,0.7661943319838056,7.81726977377574,0.02098754162836444,3.857849012641572,0.9003583104555727
188,"frozenset({'Sport-100 Helmet, Blue', 'AWC Logo Cap', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Long-Sleeve Logo Jersey, M'})",0.02638690192338261,0.03872198378636147,0.020060403751390878,0.7602409638554217,19.63331651730073,0.019038650562941347,4.009350519886031,0.9747878003816426
319,"frozenset({'Sport-100 Helmet, Red', 'Long-Sleeve Logo Jersey, L'})","frozenset({'Sport-100 Helmet, Black', 'Long-Sleeve Logo Jersey, M'})",0.026577650611985377,0.02279446828803052,0.020123986647591796,0.7571770334928228,33.21757822666212,0.01951816323354654,4.024353815326138,0.9963768121550152
